arr_rate,profit_P,num_of_days,num_of_sims,p,S_R1,s_R1,p1,S_R2,s_R2,p2,S_D1,s_D1,S_D2,s_D2,frac_cust_ret,avg_profit,avg_hold_c,avg_del_c,avg_net_profit
10,100,1000,100,0.5,325,200,0.5,325,200,0.5,400,350,400,350,20.4847253,3893.202,3520.01931,495.14,-121.95731
10,100,1000,100,0.5,325,225,0.5,325,225,0.5,400,350,400,350,13.02030558,4297.418,3905.28667,569.2,-177.06867
10,100,1000,100,0.5,325,250,0.5,325,250,0.5,400,350,400,350,11.85238999,4355.901,4018.39448,629.83,-292.32348
10,100,1000,100,0.5,325,275,0.5,325,275,0.5,400,350,400,350,10.61577244,4416.557,4051.10999,712.41,-346.96299
10,100,1000,100,0.5,325,300,0.5,325,300,0.5,400,350,400,350,10.4733465,4426.349,4117.20495,779.81,-470.66595
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,450,100,450,100,46.66486038,2285.552,2429.66826,657.11,-801.22626
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,450,100,450,100,40.41802105,2708.808,2483.26915,506.72,-281.18115
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,450,100,450,100,31.84796282,3072.344,2334.47883,942.28,-204.41483
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,450,150,450,150,44.79074093,2376.231,2590.12679,678.09,-891.98579
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,450,150,450,150,36.48651472,2904.471,2657.94739,559.22,-312.69639
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,450,150,450,150,27.0861652,3319.793,2427.79386,1011.42,-119.42086
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,450,150,450,150,33.58123914,3110.214,2731.24278,447.92,-68.94878
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,450,150,450,150,25.58473122,3503.593,2601.8741,659.19,242.5289
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,450,150,450,150,18.26983133,3885.091,2461.4025,1006.83,416.8585
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,450,150,450,150,30.98752701,3284.797,2999.59074,388.02,-102.81374
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,450,150,450,150,25.48583995,3555.835,2727.03502,503.75,325.04998
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,450,150,450,150,16.09363808,4063.459,2600.40782,790.83,672.22118
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,450,150,450,150,13.59760034,4188.393,2590.3477,976.45,621.5953
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,450,200,450,200,44.34084515,2402.788,2797.19431,691.66,-1086.06631
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,450,200,450,200,34.75212432,2982.08,2835.9347,578.11,-431.9647
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,450,200,450,200,24.40458722,3456.571,2575.7315,1054.55,-173.7105
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,450,200,450,200,29.56101074,3313.612,3000.75494,501.33,-188.47294
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,450,200,450,200,22.11529067,3679.479,2745.12858,695.94,238.41042
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,450,200,450,200,13.71338229,4137.576,2555.19554,1073.57,508.81046
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,450,200,450,200,31.04984605,3276.365,2998.67545,387.31,-109.62045
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,450,200,450,200,19.82337832,3848.529,2902.55171,577.46,368.51729
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,450,200,450,200,12.04698896,4283.181,2688.4485,838.88,755.8525
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,450,200,450,200,9.370753961,4437.533,2674.21704,1046.35,716.96596
10,100,1000,100,0.5,150,25,0.5,150,25,0.5,450,200,450,200,21.76667011,3765.79,3346.30176,412.37,7.11824
10,100,1000,100,0.5,150,50,0.5,150,50,0.5,450,200,450,200,23.15206472,3701.738,3027.12845,438.52,236.08955
10,100,1000,100,0.5,150,75,0.5,150,75,0.5,450,200,450,200,13.20894399,4230.752,2903.4781,639.35,687.9239
10,100,1000,100,0.5,150,100,0.5,150,100,0.5,450,200,450,200,8.318258433,4520.596,2830.65633,856.54,833.39967
10,100,1000,100,0.5,150,125,0.5,150,125,0.5,450,200,450,200,7.23284648,4573.45,2880.2471,1018.06,675.1429
10,100,1000,100,0.5,175,25,0.5,175,25,0.5,450,200,450,200,25.29930408,3607.743,3584.89022,328.43,-305.57722
10,100,1000,100,0.5,175,50,0.5,175,50,0.5,450,200,450,200,15.29592523,4127.17,3292.43689,451.01,383.72311
10,100,1000,100,0.5,175,75,0.5,175,75,0.5,450,200,450,200,17.59425151,4026.476,3082.77668,479.81,463.88932
10,100,1000,100,0.5,175,100,0.5,175,100,0.5,450,200,450,200,9.660787194,4457.127,3036.06647,679.98,741.08053
10,100,1000,100,0.5,175,125,0.5,175,125,0.5,450,200,450,200,7.248099872,4581.27,3042.22285,833.95,705.09715
10,100,1000,100,0.5,175,150,0.5,175,150,0.5,450,200,450,200,6.265719155,4635.108,3104.10972,986.81,544.18828
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,450,250,450,250,44.23165333,2404.469,3045.2706,710.81,-1351.6116
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,450,250,450,250,34.24139686,3016.755,3013.81884,597.06,-594.12384
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,450,250,450,250,23.73761224,3496.186,2791.24741,1089.19,-384.25141
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,450,250,450,250,29.14089188,3330.812,3042.73276,506.78,-218.70076
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,450,250,450,250,20.50717047,3772.367,2899.23917,725.47,147.65783
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,450,250,450,250,11.4921069,4268.681,2711.2863,1125.92,431.4747
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,450,250,450,250,25.77968411,3535.873,3353.09417,471.81,-289.03117
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,450,250,450,250,18.77342965,3902.799,2980.6281,590.98,331.1909
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,450,250,450,250,9.617354395,4411.077,2806.18501,872,732.89199
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,450,250,450,250,6.415557439,4596.158,2809.33597,1105.73,681.09203
10,100,1000,100,0.5,150,25,0.5,150,25,0.5,450,250,450,250,21.81434068,3767.68,3342.78925,413.06,11.83075
10,100,1000,100,0.5,150,50,0.5,150,50,0.5,450,250,450,250,17.88565847,3969.155,3234.44889,524.11,210.59611
10,100,1000,100,0.5,150,75,0.5,150,75,0.5,450,250,450,250,12.46386018,4278.203,2955.03099,652.68,670.49201
10,100,1000,100,0.5,150,100,0.5,150,100,0.5,450,250,450,250,6.102260564,4637.821,2944.06598,892.2,801.55502
10,100,1000,100,0.5,150,125,0.5,150,125,0.5,450,250,450,250,4.83408339,4708.985,3008.32716,1076.67,623.98784
10,100,1000,100,0.5,175,25,0.5,175,25,0.5,450,250,450,250,25.49285356,3606.086,3570.16055,327.98,-292.05455
10,100,1000,100,0.5,175,50,0.5,175,50,0.5,450,250,450,250,15.29511283,4124.262,3290.69639,450.77,382.79561
10,100,1000,100,0.5,175,75,0.5,175,75,0.5,450,250,450,250,13.26619335,4249.368,3218.17397,563.59,467.60403
10,100,1000,100,0.5,175,100,0.5,175,100,0.5,450,250,450,250,8.799905781,4494.285,3089.9225,690.1,714.2625
10,100,1000,100,0.5,175,125,0.5,175,125,0.5,450,250,450,250,5.183732465,4695.173,3168.42341,874.86,651.88959
10,100,1000,100,0.5,175,150,0.5,175,150,0.5,450,250,450,250,4.245995208,4756.884,3249.17067,1049.57,458.14333
10,100,1000,100,0.5,200,25,0.5,200,25,0.5,450,250,450,250,21.87856783,3796.122,3563.90558,299.6,-67.38358
10,100,1000,100,0.5,200,50,0.5,200,50,0.5,450,250,450,250,19.05735402,3945.779,3605.00329,353.83,-13.05429
10,100,1000,100,0.5,200,75,0.5,200,75,0.5,450,250,450,250,10.90454335,4389.483,3317.80758,482.45,589.22542
10,100,1000,100,0.5,200,100,0.5,200,100,0.5,450,250,450,250,11.41674523,4360.799,3323.93058,580.52,456.34842
10,100,1000,100,0.5,200,125,0.5,200,125,0.5,450,250,450,250,8.159922545,4537.056,3277.75355,687.02,572.28245
10,100,1000,100,0.5,200,150,0.5,200,150,0.5,450,250,450,250,4.724033685,4719.876,3418.99129,856.48,444.40471
10,100,1000,100,0.5,200,175,0.5,200,175,0.5,450,250,450,250,3.977963733,4771.152,3517.89263,1025.57,227.68937
10,100,1000,100,0.5,225,25,0.5,225,25,0.5,450,250,450,250,16.20126883,4093.306,4121.89473,377.57,-406.15873
10,100,1000,100,0.5,225,50,0.5,225,50,0.5,450,250,450,250,15.11519027,4160.462,3683.88525,335.88,140.69675
10,100,1000,100,0.5,225,75,0.5,225,75,0.5,450,250,450,250,14.41266444,4207.302,3695.22143,377.44,134.64057
10,100,1000,100,0.5,225,100,0.5,225,100,0.5,450,250,450,250,8.260547656,4543.709,3468.25973,501.17,574.27927
10,100,1000,100,0.5,225,125,0.5,225,125,0.5,450,250,450,250,9.106012937,4494.542,3525.94924,599.51,369.08276
10,100,1000,100,0.5,225,150,0.5,225,150,0.5,450,250,450,250,6.071702066,4663.603,3507.1678,688.92,467.5152
10,100,1000,100,0.5,225,175,0.5,225,175,0.5,450,250,450,250,4.264784352,4757.214,3672.01347,844.46,240.74053
10,100,1000,100,0.5,225,200,0.5,225,200,0.5,450,250,450,250,3.848440648,4782.009,3773.04367,997.16,11.80533
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,450,300,450,300,44.26132189,2404.506,3289.22223,741.99,-1626.70623
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,450,300,450,300,33.99130654,3022.99,3238.20447,626.55,-841.76447
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,450,300,450,300,23.58684646,3496.758,3000.92213,1126.85,-631.01413
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,450,300,450,300,27.97121819,3387.993,3392.66178,563.51,-568.17878
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,450,300,450,300,19.51734327,3812.169,3080.59514,761.2,-29.62614
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,450,300,450,300,10.76457343,4310.597,2880.26522,1175.4,254.93178
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,450,300,450,300,25.64004165,3545.548,3346.91574,473.55,-274.91774
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,450,300,450,300,16.56132909,4017.778,3207.45634,649.81,160.51166
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,450,300,450,300,8.193444868,4489.79,2953.14363,915.96,620.68637
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,450,300,450,300,5.421351416,4656.742,2943.67143,1155.16,557.91057
10,100,1000,100,0.5,150,25,0.5,150,25,0.5,450,300,450,300,21.8035747,3768.529,3331.80157,413.25,23.47743
10,100,1000,100,0.5,150,50,0.5,150,50,0.5,450,300,450,300,17.93423062,3967.909,3227.83687,524.89,215.18213
10,100,1000,100,0.5,150,75,0.5,150,75,0.5,450,300,450,300,9.920839979,4421.356,3128.99946,710.48,581.87654
10,100,1000,100,0.5,150,100,0.5,150,100,0.5,450,300,450,300,5.058105203,4703.104,3063.94321,927.02,712.14079
10,100,1000,100,0.5,150,125,0.5,150,125,0.5,450,300,450,300,3.703995772,4773.387,3143.92758,1129.33,500.12942
10,100,1000,100,0.5,175,25,0.5,175,25,0.5,450,300,450,300,24.77254276,3640.041,3748.62376,438.77,-547.35276
10,100,1000,100,0.5,175,50,0.5,175,50,0.5,450,300,450,300,15.09391604,4138.171,3334.59786,463.38,340.19314
10,100,1000,100,0.5,175,75,0.5,175,75,0.5,450,300,450,300,13.21135046,4256.277,3211.15551,565.68,479.44149
10,100,1000,100,0.5,175,100,0.5,175,100,0.5,450,300,450,300,6.86394822,4612.715,3243.35817,742.73,626.62683
10,100,1000,100,0.5,175,125,0.5,175,125,0.5,450,300,450,300,4.345898405,4753.043,3302.10843,914.06,536.87457
10,100,1000,100,0.5,175,150,0.5,175,150,0.5,450,300,450,300,3.182226242,4811.537,3400.99769,1106.87,303.66931
10,100,1000,100,0.5,200,25,0.5,200,25,0.5,450,300,450,300,19.6184576,3907.63,3926.63672,408.17,-427.17672
10,100,1000,100,0.5,200,50,0.5,200,50,0.5,450,300,450,300,21.29091162,3836.584,3636.30298,457.27,-256.98898
10,100,1000,100,0.5,200,75,0.5,200,75,0.5,450,300,450,300,10.2196001,4418.256,3353.2342,497.33,567.6918
10,100,1000,100,0.5,200,100,0.5,200,100,0.5,450,300,450,300,11.34977236,4372.197,3325.197,581.58,465.42
10,100,1000,100,0.5,200,125,0.5,200,125,0.5,450,300,450,300,6.477553917,4632.268,3438.07569,734.2,459.99231
10,100,1000,100,0.5,200,150,0.5,200,150,0.5,450,300,450,300,4.012570017,4770.802,3564.21159,898.12,308.47041
10,100,1000,100,0.5,200,175,0.5,200,175,0.5,450,300,450,300,3.206236136,4810.141,3671.12323,1079.38,59.63777
10,100,1000,100,0.5,225,25,0.5,225,25,0.5,450,300,450,300,16.13177054,4096.237,4127.71607,377.41,-408.88907
10,100,1000,100,0.5,225,50,0.5,225,50,0.5,450,300,450,300,14.7506549,4182.042,3830.25614,431.87,-80.08414
10,100,1000,100,0.5,225,75,0.5,225,75,0.5,450,300,450,300,19.80294556,3937.465,3608.76917,468.51,-139.81417
10,100,1000,100,0.5,225,100,0.5,225,100,0.5,450,300,450,300,7.667375817,4566.879,3506.02278,514.85,546.00622
10,100,1000,100,0.5,225,125,0.5,225,125,0.5,450,300,450,300,9.36851782,4476.011,3519.53754,597.59,358.88346
10,100,1000,100,0.5,225,150,0.5,225,150,0.5,450,300,450,300,4.966310426,4713.661,3694.2854,730.77,288.6056
10,100,1000,100,0.5,225,175,0.5,225,175,0.5,450,300,450,300,3.32629549,4811.983,3839.5778,889.52,82.8852
10,100,1000,100,0.5,225,200,0.5,225,200,0.5,450,300,450,300,2.979438328,4823.745,3945.53704,1060.17,-181.96204
10,100,1000,100,0.5,250,25,0.5,250,25,0.5,450,300,450,300,24.67710231,3675.618,4620.35937,305.44,-1250.18137
10,100,1000,100,0.5,250,50,0.5,250,50,0.5,450,300,450,300,13.10030696,4284.702,4174.48773,389.4,-279.18573
10,100,1000,100,0.5,250,75,0.5,250,75,0.5,450,300,450,300,12.20531417,4326.882,3823.04299,447.02,56.81901
10,100,1000,100,0.5,250,100,0.5,250,100,0.5,450,300,450,300,19.11155853,3976.162,3680.4858,473.07,-177.3938
10,100,1000,100,0.5,250,125,0.5,250,125,0.5,450,300,450,300,6.710720103,4629.274,3708.6103,522.14,398.5237
10,100,1000,100,0.5,250,150,0.5,250,150,0.5,450,300,450,300,9.710445292,4460.767,3654.41398,589.56,216.79302
10,100,1000,100,0.5,250,175,0.5,250,175,0.5,450,300,450,300,4.902321657,4728.18,3944.55889,719.87,63.75111
10,100,1000,100,0.5,250,200,0.5,250,200,0.5,450,300,450,300,3.708967335,4783.355,4106.24272,868.47,-191.35772
10,100,1000,100,0.5,250,225,0.5,250,225,0.5,450,300,450,300,3.020535806,4830.427,4214.69582,1038.8,-423.06882
10,100,1000,100,0.5,275,25,0.5,275,25,0.5,450,300,450,300,21.14695253,3858.734,4765.01027,290.22,-1196.49627
10,100,1000,100,0.5,275,50,0.5,275,50,0.5,450,300,450,300,20.46958869,3900.994,4664.1799,320.96,-1084.1459
10,100,1000,100,0.5,275,75,0.5,275,75,0.5,450,300,450,300,9.755727549,4465.921,4232.64947,404.75,-171.47847
10,100,1000,100,0.5,275,100,0.5,275,100,0.5,450,300,450,300,10.86732993,4409.977,3938.54744,455.3,16.12956
10,100,1000,100,0.5,275,125,0.5,275,125,0.5,450,300,450,300,18.11236068,4024.184,3796.90431,478.53,-251.25031
10,100,1000,100,0.5,275,150,0.5,275,150,0.5,450,300,450,300,5.429544156,4697.919,3945.32546,530.53,222.06354
10,100,1000,100,0.5,275,175,0.5,275,175,0.5,450,300,450,300,7.598386518,4572.093,3886.98447,590.38,94.72853
10,100,1000,100,0.5,275,200,0.5,275,200,0.5,450,300,450,300,5.289582483,4713.88,4168.265,704.24,-158.625
10,100,1000,100,0.5,275,225,0.5,275,225,0.5,450,300,450,300,3.794717254,4784.545,4364.7002,852.44,-432.5952
10,100,1000,100,0.5,275,250,0.5,275,250,0.5,450,300,450,300,2.928036312,4840.201,4518.75078,1029.05,-707.59978
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,450,350,450,350,44.22241455,2403.851,3499.66825,792.16,-1887.97725
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,450,350,450,350,34.08525855,3023.545,3442.81949,686.82,-1106.09449
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,450,350,450,350,23.6310142,3501.261,3143.95836,1183.79,-826.48736
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,450,350,450,350,28.01891001,3387.608,3390.17568,563.19,-565.75768
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,450,350,450,350,19.41267469,3823.056,3202.61204,810.24,-189.79604
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,450,350,450,350,10.77800878,4308.09,2950.23132,1208.73,149.12868
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,450,350,450,350,25.26855849,3567.824,3556.43695,554.02,-542.63295
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,450,350,450,350,16.79620905,4012.01,3227.40832,659.96,124.64168
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,450,350,450,350,8.328167058,4489.781,3020.4524,949.16,520.1686
10,100,1000,100,0.5,125,100,0.5,125,100,0.5,450,350,450,350,5.565907924,4645.845,2996.13208,1179.52,470.19292
10,100,1000,100,0.5,150,25,0.5,150,25,0.5,450,350,450,350,21.38212756,3790.946,3681.68387,498.66,-389.39787
10,100,1000,100,0.5,150,50,0.5,150,50,0.5,450,350,450,350,17.25533641,4003.401,3378.40186,596.03,28.96914
10,100,1000,100,0.5,150,75,0.5,150,75,0.5,450,350,450,350,9.896796237,4421.938,3144.43557,718.75,558.75243
10,100,1000,100,0.5,150,100,0.5,150,100,0.5,450,350,450,350,5.019088019,4698.809,3134.55412,957.9,606.35488
10,100,1000,100,0.5,150,125,0.5,150,125,0.5,450,350,450,350,3.903825186,4766.848,3192.87592,1151.41,422.56208
10,100,1000,100,0.5,175,25,0.5,175,25,0.5,450,350,450,350,24.86223931,3633.275,3740.36905,438.17,-545.26405
10,100,1000,100,0.5,175,50,0.5,175,50,0.5,450,350,450,350,14.10469303,4193.327,3557.37646,534.88,101.07054
10,100,1000,100,0.5,175,75,0.5,175,75,0.5,450,350,450,350,13.26247155,4254.199,3321.1992,621.46,311.5398
10,100,1000,100,0.5,175,100,0.5,175,100,0.5,450,350,450,350,7.07785869,4602.885,3248.8703,746.72,607.2947
10,100,1000,100,0.5,175,125,0.5,175,125,0.5,450,350,450,350,4.156205687,4763.277,3368.22317,944.16,450.89383
10,100,1000,100,0.5,175,150,0.5,175,150,0.5,450,350,450,350,3.282366813,4807.165,3456.02817,1131.28,219.85683
10,100,1000,100,0.5,200,25,0.5,200,25,0.5,450,350,450,350,19.81319535,3901.467,3921.45357,407.69,-427.67657
10,100,1000,100,0.5,200,50,0.5,200,50,0.5,450,350,450,350,21.43279587,3821.359,3637.81121,454.46,-270.91221
10,100,1000,100,0.5,200,75,0.5,200,75,0.5,450,350,450,350,10.02028346,4439.114,3524.72296,558.52,355.87104
10,100,1000,100,0.5,200,100,0.5,200,100,0.5,450,350,450,350,11.90445512,4344.753,3420.50949,629.41,294.83351
10,100,1000,100,0.5,200,125,0.5,200,125,0.5,450,350,450,350,6.290509222,4637.109,3468.1009,743.57,425.4381
10,100,1000,100,0.5,200,150,0.5,200,150,0.5,450,350,450,350,3.899434083,4779.444,3628.219,926.99,224.235
10,100,1000,100,0.5,200,175,0.5,200,175,0.5,450,350,450,350,3.10215423,4823.105,3727.1391,1107.68,-11.7141
10,100,1000,100,0.5,225,25,0.5,225,25,0.5,450,350,450,350,16.29043508,4089.576,4116.87988,377.2,-404.50388
10,100,1000,100,0.5,225,50,0.5,225,50,0.5,450,350,450,350,14.79098402,4176.144,3838.58339,430.74,-93.17939
10,100,1000,100,0.5,225,75,0.5,225,75,0.5,450,350,450,350,19.98144777,3919.337,3614.51336,466.76,-161.93636
10,100,1000,100,0.5,225,100,0.5,225,100,0.5,450,350,450,350,7.836453894,4560.279,3654.10332,570.34,335.83568
10,100,1000,100,0.5,225,125,0.5,225,125,0.5,450,350,450,350,9.83788182,4457.819,3599.50291,643.77,214.54609
10,100,1000,100,0.5,225,150,0.5,225,150,0.5,450,350,450,350,4.866836062,4715.769,3710.79727,740.35,264.62173
10,100,1000,100,0.5,225,175,0.5,225,175,0.5,450,350,450,350,3.409336291,4803.579,3902.18342,914.34,-12.94442
10,100,1000,100,0.5,225,200,0.5,225,200,0.5,450,350,450,350,2.590948108,4848.683,4017.81659,1096.41,-265.54359
10,100,1000,100,0.5,250,25,0.5,250,25,0.5,450,350,450,350,24.49469885,3684.961,4624.01475,306.33,-1245.38375
10,100,1000,100,0.5,250,50,0.5,250,50,0.5,450,350,450,350,13.19902593,4260.722,4186.09937,387.27,-312.64737
10,100,1000,100,0.5,250,75,0.5,250,75,0.5,450,350,450,350,11.96280025,4348.572,3824.75669,449.26,74.55531
10,100,1000,100,0.5,250,100,0.5,250,100,0.5,450,350,450,350,18.95939459,3981.223,3684.30437,474.24,-177.32137
10,100,1000,100,0.5,250,125,0.5,250,125,0.5,450,350,450,350,6.82433825,4628.584,3869.6711,576.61,182.3029
10,100,1000,100,0.5,250,150,0.5,250,150,0.5,450,350,450,350,9.843845491,4453.814,3779.67984,633.65,40.48416
10,100,1000,100,0.5,250,175,0.5,250,175,0.5,450,350,450,350,5.09279855,4711.271,3979.80155,726.6,4.86945
10,100,1000,100,0.5,250,200,0.5,250,200,0.5,450,350,450,350,3.789613692,4792.638,4164.30555,893.41,-265.07755
10,100,1000,100,0.5,250,225,0.5,250,225,0.5,450,350,450,350,2.731694676,4846.176,4305.45774,1077.47,-536.75174
10,100,1000,100,0.5,275,25,0.5,275,25,0.5,450,350,450,350,21.34347673,3850.403,4763.03097,289.6,-1202.22797
10,100,1000,100,0.5,275,50,0.5,275,50,0.5,450,350,450,350,20.36866095,3907.613,4663.77959,321.44,-1077.60659
10,100,1000,100,0.5,275,75,0.5,275,75,0.5,450,350,450,350,9.784791108,4462.962,4235.65214,404.33,-177.02014
10,100,1000,100,0.5,275,100,0.5,275,100,0.5,450,350,450,350,10.23470224,4443.866,3953.80981,458.89,31.16619
10,100,1000,100,0.5,275,125,0.5,275,125,0.5,450,350,450,350,18.23067125,4017.346,3796.32901,477.91,-256.89301
10,100,1000,100,0.5,275,150,0.5,275,150,0.5,450,350,450,350,5.810338415,4667.295,4092.39682,581.83,-6.93182
10,100,1000,100,0.5,275,175,0.5,275,175,0.5,450,350,450,350,7.17338014,4595.99,4023.13908,636.6,-63.74908
10,100,1000,100,0.5,275,200,0.5,275,200,0.5,450,350,450,350,5.113615558,4720.015,4209.94085,714.99,-204.91585
10,100,1000,100,0.5,275,225,0.5,275,225,0.5,450,350,450,350,3.402260193,4808.843,4456.21655,887.43,-534.80355
10,100,1000,100,0.5,275,250,0.5,275,250,0.5,450,350,450,350,2.731137969,4847.687,4581.84482,1056.67,-790.82782
10,100,1000,100,0.5,300,25,0.5,300,25,0.5,450,350,450,350,18.45400521,3998.362,4913.3396,274.77,-1189.7476
10,100,1000,100,0.5,300,50,0.5,300,50,0.5,450,350,450,350,17.45491515,4061.486,4811.13502,302.95,-1052.59902
10,100,1000,100,0.5,300,75,0.5,300,75,0.5,450,350,450,350,17.10705094,4085.212,4746.93459,335.87,-997.59259
10,100,1000,100,0.5,300,100,0.5,300,100,0.5,450,350,450,350,8.01791076,4572.441,4430.52385,412.76,-270.84285
10,100,1000,100,0.5,300,125,0.5,300,125,0.5,450,350,450,350,9.75411097,4476.577,4121.2872,461.95,-106.6602
10,100,1000,100,0.5,300,150,0.5,300,150,0.5,450,350,450,350,17.18077995,4073.992,3928.24189,482.85,-337.09989
10,100,1000,100,0.5,300,175,0.5,300,175,0.5,450,350,450,350,5.163991476,4715.324,4356.84459,581.1,-222.62059
10,100,1000,100,0.5,300,200,0.5,300,200,0.5,450,350,450,350,6.418427656,4632.412,4263.13433,627.68,-258.40233
10,100,1000,100,0.5,300,225,0.5,300,225,0.5,450,350,450,350,5.024619714,4719.69,4458.90179,703.51,-442.72179
10,100,1000,100,0.5,300,250,0.5,300,250,0.5,450,350,450,350,3.273260313,4806.174,4738.00572,873.33,-805.16172
10,100,1000,100,0.5,300,275,0.5,300,275,0.5,450,350,450,350,2.357379541,4861.669,4898.51767,1051.85,-1088.69867
10,100,1000,100,0.5,325,25,0.5,325,25,0.5,450,350,450,350,16.12996684,4126.51,5070.26807,260.89,-1204.64807
10,100,1000,100,0.5,325,50,0.5,325,50,0.5,450,350,450,350,14.48840255,4203.494,4976.28356,286.58,-1059.36956
10,100,1000,100,0.5,325,75,0.5,325,75,0.5,450,350,450,350,14.20091334,4250.088,4901.25216,316.73,-967.89416
10,100,1000,100,0.5,325,100,0.5,325,100,0.5,450,350,450,350,15.13178722,4202.545,4879.05581,345.3,-1021.81081
10,100,1000,100,0.5,325,125,0.5,325,125,0.5,450,350,450,350,6.763560485,4638.394,4656.76042,418.93,-437.29642
10,100,1000,100,0.5,325,150,0.5,325,150,0.5,450,350,450,350,9.075001239,4517.915,4313.24357,466.09,-261.41857
10,100,1000,100,0.5,325,175,0.5,325,175,0.5,450,350,450,350,17.62784166,4054.641,4041.3307,484.76,-471.4497
10,100,1000,100,0.5,325,200,0.5,325,200,0.5,450,350,450,350,7.168352776,4611.074,4611.97634,562.93,-563.83234
10,100,1000,100,0.5,325,225,0.5,325,225,0.5,450,350,450,350,5.721972419,4679.191,4550.07894,624.45,-495.33794
10,100,1000,100,0.5,325,250,0.5,325,250,0.5,450,350,450,350,4.673927653,4744.527,4744.58059,697.69,-697.74359
10,100,1000,100,0.5,325,275,0.5,325,275,0.5,450,350,450,350,3.181867486,4817.542,5046.00345,869.24,-1097.70145
10,100,1000,100,0.5,325,300,0.5,325,300,0.5,450,350,450,350,2.468460127,4860.876,5174.83354,1034.24,-1348.19754
10,100,1000,100,0.5,50,25,0.5,50,25,0.5,450,400,450,400,44.28392656,2402.671,3593.48789,849.92,-2040.73689
10,100,1000,100,0.5,75,25,0.5,75,25,0.5,450,400,450,400,34.00381763,3021.996,3459.06149,742,-1179.06549
10,100,1000,100,0.5,75,50,0.5,75,50,0.5,450,400,450,400,23.63009339,3498.925,3162.60201,1211.67,-875.34701
10,100,1000,100,0.5,100,25,0.5,100,25,0.5,450,400,450,400,28.05464215,3384.368,3468.9639,636.49,-721.0859
10,100,1000,100,0.5,100,50,0.5,100,50,0.5,450,400,450,400,19.71823163,3813.758,3186.11616,845.65,-218.00816
10,100,1000,100,0.5,100,75,0.5,100,75,0.5,450,400,450,400,10.88521311,4299.748,2959.42822,1225.98,114.33978
10,100,1000,100,0.5,125,25,0.5,125,25,0.5,450,400,450,400,25.15260295,3574.492,3550.51051,555.57,-531.58851
10,100,1000,100,0.5,125,50,0.5,125,50,0.5,450,400,450,400,17.16903604,3988.625,3246.2671,702.53,39.8279
10,100,1000,100,0.5,125,75,0.5,125,75,0.5,450,400,450,400,8.63993879,4472.801,3011.38441,967.33,494.08659
